Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Liver Cancer,2011,NCI,5R21CA131763-03,,Histopathologic and Immunohistochemical Features of Tissue Adherent to the Electr,"SOFOCLEOUS, CONSTANTINOS",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$202,303"
Liver Cancer,2011,NCI,5R01CA138586-02,,A New Method for Improved Targeting in Image-guided Abdominal Interventions,"HATA, NOBUHIKO",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$358,940"
Liver Cancer,2011,NCI,1R21CA152969-01A1,,Therapeutic delivery of anti-miR oligos to hepatocellular cancer,"GHOSHAL, KALPANA",OHIO STATE UNIVERSITY,OH,"$199,013"
Liver Cancer,2011,NIAAA,5R01AA018857-03,,Nanog-positive cancer stem cells in and liver oncogenesis by alcohol and HCV,"MACHIDA, KEIGO",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$366,123"
Liver Cancer,2011,NCI,5K25CA127524-04,,Biomarker Discovery for Hepatitis C Progression using Machine Learning Techniques,"SPRATT, HEIDI",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$134,067"
Liver Cancer,2011,NIDDK,5R01DK077776-05,,"cPLA2alpha, COX-2 and TGF-beta in Liver Cancer","WU, TONG",TULANE UNIVERSITY OF LOUISIANA,LA,"$313,448"
Liver Cancer,2011,NCI,5R01CA143420-02,,Analysis of LC-MS data to identify peptide and glycan biomarkers for hepatocellul,"RESSOM, HABTOM",GEORGETOWN UNIVERSITY,DC,"$278,062"
Liver Cancer,2011,NCI,5K23CA139005-03,,Optimizing localized therapy for primary liver cancer: a clinical trial and model,"MIKSAD, REBECCA",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$169,199"
Liver Cancer,2011,NCRR,1R01RR032307-01,,Diagnosis and Pathobiology of Emerging Enterohepatic Helicobacter spp. in Mice,"FOX, JAMES",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$437,749"
Liver Cancer,2011,NIDDK,5U01DK082916-04,,Effect of HBV DNA Methylation and the Mutant 1762T/1764A on Viral Load and HCC,"SCHWARZ, KATHLEEN",JOHNS HOPKINS UNIVERSITY,MD,"$763,210"
Liver Cancer,2011,NIDDK,5U01DK082843-04,,Optimal Long-term Outcome of Chronic Hepatitis B,"KIM, W. RAY",MAYO CLINIC,MN,"$416,786"
Liver Cancer,2011,NIDDK,5U01DK082919-04,,Harvard Hepatitis B Consortium,"LAU, DARYL",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$364,513"
Liver Cancer,2011,NIDDK,5U01DK082927-04,,HBV Research Network Database Protocol and Clinical Trial Study Proposals,"HAN, STEVEN-HUY",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$326,239"
Liver Cancer,2011,NCI,5K08CA151414-02,,Immunosuppressive Network of Human Hepatocellular Carcinoma,"WELLING, THEODORE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$174,960"
Liver Cancer,2011,NIAAA,5R01AA020211-02,,Role of the Gut Microbiota and TLR4 in Alcoholic Hepatocarcinogenesis,"SCHWABE, ROBERT",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$406,770"
Liver Cancer,2011,NCI,5R01CA077742-11,,Properties and regulation of p53 in tumor cells,"PRIVES, CAROL",COLUMBIA UNIV NEW YORK MORNINGSIDE,NY,"$307,573"
Liver Cancer,2011,NIDDK,5U01DK062531-10,,Adult to Adult Living Donor Liver Transplantation,"FISHER, ROBERT",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$191,198"
Liver Cancer,2011,NIMHD,5R01MD005819-02,,Prevention of hepatocellular carcinoma in vulnerable communities in Texas,"PHILLIPS, TIMOTHY",TEXAS A&M UNIVERSITY SYSTEM,TX,"$323,282"
Liver Cancer,2011,NIAAA,5F32AA020150-02,,ROLE OF S-ADENOSYLMETHIONINE ON UBC9 AND SUMOYLATION IN LIVER CANCER AND ALCOHOLI,"TOMASI, MARIA",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$51,626"
Liver Cancer,2011,NIDDK,5R01DK090317-02,,Clinical Outcomes and the HCV Core Gene,"BRANCH, ANDREA",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$348,195"
Liver Cancer,2011,NIGMS,1SC1CA166016-01,,Autoantibodies to tumor-associated antigens as diagnostic biomarkers in liver can,"ZHANG, JIANYING",UNIVERSITY OF TEXAS EL PASO,TX,"$261,625"
Liver Cancer,2011,NCI,1R01CA160738-01,,Guideline-based surveillance and treatment of hepatocellular carcinoma,"DAVILA, JESSICA",BAYLOR COLLEGE OF MEDICINE,TX,"$292,264"
Liver Cancer,2011,NCI,1R01CA160771-01,,"See, Reach, Treat Tumor-Optimized Transarterial Chemoembolization Drug Delivery","BHAGAT, NIKHIL",JOHNS HOPKINS UNIVERSITY,MD,"$565,961"
Liver Cancer,2011,NCI,1R01CA161209-01,,Functional Genomics and Molecular Imaging of Liver Disease and Cancer,"KWEE, SANDI",QUEEN'S MEDICAL CENTER,HI,"$452,004"
Liver Cancer,2011,NIDDK,1R03DK092263-01,,Apoptosis Effectors Targeted By Hedgehog-Supported MicroRNAs,"MOTT, JUSTIN",MAYO CLINIC,MN,"$78,850"
Liver Cancer,2011,NCI,1K07CA160722-01,,Use and Comparative Effectiveness of Innovative Therapies for Hepatocellular Carc,"SANOFF, HANNA",UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,VA,"$170,100"
Liver Cancer,2011,NCI,1R21CA161513-01,,"BRIT1, A NOVEL HEPATOCELLULAR CARCINOMA TUMOR SUPPRESSOR","LI, KAIYI",BAYLOR COLLEGE OF MEDICINE,TX,"$205,277"
Liver Cancer,2011,NIDDK,1R01DK090014-01A1,,CARD14 is essential for hepatitis C virus replication and activation of NFKB,"TELLINGHUISEN, TIMOTHY",SCRIPPS FLORIDA,FL,"$495,000"
Liver Cancer,2011,NCI,1R21CA143549-01A1,,Carboxylesterase-activated Doxazolidine-prodrug for Hepatocellular Carcinoma,"KOCH, TAD",UNIVERSITY OF COLORADO AT BOULDER,CO,"$197,708"
Liver Cancer,2011,NIDDK,2R01DK044533-14A2,,Mechanism(s) of Hepatocyte Transformation by the Hepatitis B Virus X Protein,"ANDRISANI, OURANIA",PURDUE UNIVERSITY WEST LAFAYETTE,IN,"$366,384"
Liver Cancer,2011,NIAAA,1R01AA019976-01A1,,"Developmental pathways, environmental agents, and epigenetics in liver disease","ROBERTSON, KEITH",GEORGIA  HEALTH SCIENCES UNIV RES INSTIT,GA,"$630,122"
Liver Cancer,2011,NCI,1R01CA155120-01A1,,TOR signaling and autophagy in obesity-promoted liver tumorigenesis,"KARIN, MICHAEL",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$352,646"
Liver Cancer,2011,NIDDK,1R01DK090311-01A1,,Estrogen Regulation of Hepatic Growth,"GOESSLING, WOLFRAM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$401,156"
Liver Cancer,2011,NIAAA,1R21AA020078-01A1,,Genetic Alterations Promoting Alcohol Induced Hepatic Carcinogenesis,"CHEN, XIN",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$183,469"
Liver Cancer,2011,NCI,1R03CA156629-01A1,,Aberrant DNA Methylation of MicroRNA Genes in Hepatocellular Carcinoma (HCC),"SHEN, JING",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$80,000"
Liver Cancer,2011,NCI,1R21CA159073-01A1,,Imaging for Y90 Microscphere SIRT Planning,"MCGORON, ANTHONY",FLORIDA INTERNATIONAL UNIVERSITY,FL,"$154,340"
Liver Cancer,2011,NCI,4R01CA122359-03,,Role of S-nitroso-glutathione Reductase in Hepatocellular Carcinoma,"LIU, LIMIN",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$279,874"
Liver Cancer,2011,NCI,5F31CA150658-02,,MRI for In Vivo Quantification of Yttrium-90 Microsphere Biodistribution,"ADEYANJU, OYINLOLU",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$32,302"
Liver Cancer,2011,NIDDK,1F30DK093234-01,,Network modeling of epithelial mesenchymal transition in liver cancer metastasis,"STEINWAY, STEVEN",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$34,637"
Liver Cancer,2011,NCI,2R44CA144086-02,,Monoclonal Antibody to FGF2 for Treatment of Hepatocellular Carcinoma and Other C,"KIM, K JIN","GALAXY BIOTECH, LLC",CA,"$443,212"
Liver Cancer,2011,NCI,1F32CA162773-01,,Elucidating the Role of STAT3-Dependent Autophagy in Hepatocellular Carcinoma,"AGHAJAN, MARIAM",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$48,398"
Liver Cancer,2011,NCI,1R01CA162477-01,,Clinical Translation of Deformation Compensation for Image-Guided Liver Surgery,"MIGA, MICHAEL",VANDERBILT UNIVERSITY,TN,"$570,256"
Liver Cancer,2011,NCI,1R03CA159350-01A1,,Histone methyltransferase EZH2 in liver pathophysiology and carcinogenesis,"LU, HONG",UPSTATE MEDICAL UNIVERSITY,NY,"$79,750"
Liver Cancer,2011,NCI,1R03CA162539-01,,Dietary Prevention of Obesity-Enhanced Liver Cancer,"JEFFERY, ELIZABETH",UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,IL,"$79,250"
Liver Cancer,2011,NCI,1U54CA163111-01,,Myofibroblasts in Gastrointestinal Cancers,"WANG, TIMOTHY",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$505,000"
Liver Cancer,2011,NIDDK,2R01DK051719-15,,REGULATION AND FUNCTIONS OF METHIONINE ADENOSYLTRANSFERASE GENES IN LIVER,"LU, SHELLY",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$341,700"
Liver Cancer,2011,NIDDK,2R01DK046546-18A1,,Functions of the Nuclear Receptor CAR,"MOORE, DAVID",BAYLOR COLLEGE OF MEDICINE,TX,"$340,388"
Liver Cancer,2011,NCI,1R21CA158508-01A1,,Virus-gene interactions during hepatic carcinogenesis,"CHEN, XIN",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$168,019"
Liver Cancer,2011,NCI,3R44CA134169-04S1,,Precisely Shaped Acoustic Ablation of Tumors Under 3D Ultrasound Image Guidance,"BURDETTE, EVERETTE","ACOUSTIC MEDSYSTEMS, INC.",IL,"$82,590"
Liver Cancer,2011,NCI,3R25CA129042-04S1,,Asian American Liver Cancer Education Program in  Maryland,"JUON, HEE-SOON",JOHNS HOPKINS UNIVERSITY,MD,"$38,590"
Liver Cancer,2011,NIAID,5U19AI088778-02,8052,Mechanism Of Interferon Induction By The Hepatitis C Virus,"CHISARI, FRANCIS",SCRIPPS RESEARCH INSTITUTE,CA,"$417,992"
Liver Cancer,2011,NCI,3P01CA022484-29S1,,Biochemistry and Genetics of Hepatocarcinogenesis,"BRADFIELD, CHRISTOPHER",UNIVERSITY OF WISCONSIN MADISON,WI,"$25,083"
Liver Cancer,2011,NIDDK,1R41DK092105-01A1,,FAH-Deficient Pigs,"NYBERG, SCOTT",YECURIS CORPORATION,OR,"$212,374"
Liver Cancer,2011,NIDDK,1R01DK094729-01,,Amino Acid Regulation of the Fos/Jun Transcription Factors,"KILBERG, MICHAEL",UNIVERSITY OF FLORIDA,FL,"$314,865"
Liver Cancer,2011,NCI,3R01CA138540-02S1,,Analysis of a novel regulator of hepatocellular carcinoma,"SARKAR, DEVANAND",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$47,686"
Liver Cancer,2011,NIMHD,5P60MD000538-09,0004,Hepatitis B infection & hepatocellular carcinoma in Asian Americans,"POLLACK, HENRY",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$498,517"
Liver Cancer,2011,NIEHS,5P01ES006052-18,0005,RESEARCH PROJECT 1: Chemical and Viral Biomarkers of Exposure and Risk (Groopman),"GROOPMAN, JOHN",JOHNS HOPKINS UNIVERSITY,MD,"$486,174"
Liver Cancer,2011,NCI,5P01CA123328-05,0001,TRANSGENIC MICE AS A MODEL FOR HBV REPLICATION AND ONCOGENESIS,"OU, J.-H. JAMES",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$298,169"
Liver Cancer,2011,NCI,5P01CA123328-05,0002,HEPATIC CARCINOGENESIS INDUCED BY HEPATITIS B VIRUS PreS2 MUTANT,"YEN, TIEN-SZE",NORTHERN CALIFORNIA INSTITUTE RES & EDUC,CA,"$474,181"
Liver Cancer,2011,NCI,5P01CA123328-05,0003,Role of Inflammation and DNA Damage-Repair in HCV Carcinogenesis,"LAI, MICHAEL",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$270,612"
Liver Cancer,2011,NIAID,2R56AI064844-06A1,,Role of Hepatitis B virus X Protein in HBV replication,"BOUCHARD, MICHAEL",DREXEL UNIVERSITY,PA,"$379,792"
Liver Cancer,2011,NIDDK,3R01DK090317-02S1,,Clinical Outcomes and the HCV Core Gene,"BRANCH, ANDREA",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$69,851"
Liver Cancer,2011,NIAAA,4R00AA017774-03,,Methionine Adenosyltransferase as a Therapeutic Target for Liver Fibrosis,"RAMANI, KOMAL",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$238,330"
Liver Cancer,2011,NCI,5P20CA150343-03,5626,Hepatitis C and Tumor Suppressors in Hepatocellular,"LEMON, STANLEY",UNIVERSITY OF KENTUCKY,KY,"$276,791"
Liver Cancer,2011,NIDDK,5R03DK089130-03,,Adiponectin effects on leptin signaling in hepatocellular carcinoma,"SAXENA, NEERAJ",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$74,250"
Liver Cancer,2011,NCI,3R01CA135069-03S1,,Glycans in Hepatocellular Carcinoma,"GOLDMAN, RADOSLAV",GEORGETOWN UNIVERSITY,DC,"$149,425"
Liver Cancer,2011,NIDDK,3R01DK088076-02S1,,Role of microRNA-122 in hepatocarcinogenesis using conditional knock out mice,"GHOSHAL, KALPANA",OHIO STATE UNIVERSITY,OH,"$15,000"
Liver Cancer,2011,NCI,3R01CA086978-09S1,,Molecular mechanism of diet induced carcinogenesis,"JACOB, SAMSON",OHIO STATE UNIVERSITY,OH,"$137,250"
Liver Cancer,2011,NIAID,1ZIAAI000999-05,,Molecular Mechanisms of Pathogenesis of Acute and Chronic Liver Diseases,"FARCI, PATRIZIA",NIH,,"$875,428"
Liver Cancer,2011,NIAID,1ZIAAI001023-05,,Mechanisms of Cellular Transformation by HTLV-1,"JEANG, KUAN-TEH",NIH,,"$907,824"
Liver Cancer,2011,NIAAA,1ZIAAA000368-10,,Innate immunity and cytokines in liver diseases,"GAO, BIN",NIH,,"$1,096,687"
Liver Cancer,2011,NCI,1ZIABC005793-17,,Mechanism of viral hepatitis-mediated hepatocarcinogenesis,"WANG, XIN",NIH,,"$93,300"
Liver Cancer,2011,NCI,1ZIABC010313-13,,Molecular signatures for liver cancer diagnosis and treatment stratification,"WANG, XIN",NIH,,"$653,098"
Liver Cancer,2011,NCI,1ZIABC010649-07,,Immunotherapy Strategies for Gastrointestinal and Hepatocellular Cancer,"KAMMULA, UDAI",NIH,,"$170,846"
Liver Cancer,2011,NCI,1ZIABC010876-04,,The role of cancer stem cells in liver cancer heterogeneity and subtypes,"WANG, XIN",NIH,,"$559,798"
Liver Cancer,2011,NCI,1ZIABC010877-04,,The identification of human hepatocellular carcinoma metastasis genes,"WANG, XIN",NIH,,"$559,798"
Liver Cancer,2011,NCI,1ZIABC010891-04,,Antibody Therapy of Cancer,"HO, MITCHELL",NIH,,"$747,016"
Liver Cancer,2011,NCI,1ZIABC010893-04,,Tumor models for the study of inflammation and oncogenesis,"WILTROUT, ROBERT",NIH,,"$335,423"
Liver Cancer,2011,NCI,1ZIABC010997-04,,Purification of a Novel Antibody Against Solid Organ Cancer Stem Cells,"AVITAL, ITZHAK",NIH,,"$115,066"
Liver Cancer,2011,NCI,1ZIABC011005-04,,Isolation and Purification of Cancer Stem Cells Based on Functional Appraoch,"AVITAL, ITZHAK",NIH,,"$230,132"
Liver Cancer,2011,NCI,1ZIABC011012-04,,Study of Hepatic Arterial Infusion of Melphalan for Malignancy in the liver,"HUGHES, MICHELLE",NIH,,"$443,306"
Liver Cancer,2011,NCI,1ZIABC011031-04,,Cancer stem cells and human liver cancer,"THORGEIRSSON, SNORRI",NIH,,"$364,963"
Liver Cancer,2011,NCI,1ZIABC011170-03,,Comparative Functional Genomics,"THORGEIRSSON, SNORRI",NIH,,"$364,963"
Liver Cancer,2011,NCI,1ZIABC011173-03,,Genomic Classification of Human Liver Cancer,"THORGEIRSSON, SNORRI",NIH,,"$729,927"
Liver Cancer,2011,NCI,1ZIABC011175-03,,Validation of Therapeutic Target Genes in Human Liver Cancer,"THORGEIRSSON, SNORRI",NIH,,"$486,618"
Liver Cancer,2011,NCI,1ZIABC011251-02,,Molecular Genetic Epidemiology of Primary Hepatocellular Carcinoma,"BUETOW, KENNETH",NIH,,"$830,088"
Liver Cancer,2011,NCI,1ZIABC011346-02,,Immune suppressor mechanism in a murine model of hepatitis and liver cancer,"GRETEN, TIM",NIH,,"$223,737"
Liver Cancer,2011,NCI,1ZIACP005782-17,,Epidemiology of Oncogenic Viruses,"O'BRIEN, THOMAS",NIH,,"$444,920"
Liver Cancer,2011,NCI,1ZIACP010158-11,,Studies of Rare Cancers,"BRINTON, LOUISE",NIH,,"$1,280,000"
Liver Cancer,2011,NCI,1ZIACP010184-09,,Consultation and Collaboration,"GRAUBARD, BARRY",NIH,,"$1,963,669"
Liver Cancer,2011,NIDDK,1ZIADK075059-01,,Liver regeneration after partial hepatectomy,"PERIWAL, VIPUL",NIH,,"$97,263"
Liver Cancer,2011,NCI,261201000034C-4-0-4,,RRSS Evaluate Completeness Liver Cancer Reporting Under New Clinical Guidelines,"WEST, DEE",PUBLIC HEALTH INSTITUTE,CA,"$37,523"
Liver Cancer,2011,NCI,1ZIACP010127-16,,Etiologic Studies of Diet and Cancer,"MCGLYNN, KATHERINE",NIH,,"$410,870"
Liver Cancer,2011,NCRR,5P51RR013986-13,7309,SOUTHEASTERN COOPERATIVE HEPATITIS C RESEARCH GROUP,"LANFORD, ROBERT",TEXAS BIOMEDICAL RESEARCH INSTITUTE,TX,"$80,544"
Liver Cancer,2011,NCRR,5P51RR013986-13,7347,HCV ANTIVIRAL TESTING IN CHIMPANZEES,"LANFORD, ROBERT",TEXAS BIOMEDICAL RESEARCH INSTITUTE,TX,"$33,240"
Liver Cancer,2011,NCRR,5P51RR013986-13,7385,DEVELOPMENT OF A BABOON MODEL OF LIVER CANCER,"LANFORD, ROBERT",TEXAS BIOMEDICAL RESEARCH INSTITUTE,TX,"$35,572"
Liver Cancer,2011,NCRR,5P20RR017695-08,8112,INVOLVEMENT OF STEM-LIKE CELLS IN MODELS OF SPONTANEOUS TRANSFORMATION,"MILLS, DAVID",RHODE ISLAND HOSPITAL,RI,"$60,758"
Liver Cancer,2011,NCRR,5P20RR017695-08,8113,ACETYLATION DEPENDENT STAT3 SIGNALSOME IN LIVER CANCER,"CHIN, Y. EUGENE",RHODE ISLAND HOSPITAL,RI,"$51,840"
Liver Cancer,2011,NCRR,2P20RR021940-06,5197,ROLE OF HNF4ALPHA IN REGULATION OF HEPATOCYTE PROLIFERATION,"APTE, UDAYAN",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$211,735"
Liver Cancer,2011,NCRR,5P41RR000862-38,5658,INVESTIGATIONS OF THE FUNCTION OF NS4B OF HCV,"RICE, CHARLES",ROCKEFELLER UNIVERSITY,NY,"$1,304"
Liver Cancer,2011,NCRR,5P41RR013461-13,6880,ROLE OF GENETIC AND NON-GENETIC MECHANISMS IN FURAN RISK,"DEKANT, WOLFGANG",UNIVERSITY OF CALIF-LAWRNC LVRMR NAT LAB,CA,"$23,405"
Liver Cancer,2011,NCRR,5P41RR005959-22,7282,INJURY-RELATED MORPHOGENIC PATHWAY SIGNALING AND HEPATOCARCINOGENESIS,"DIEHL, ANNA MAE",DUKE UNIVERSITY,NC,"$6,136"
Liver Cancer,2011,NCRR,5P41RR005969-22,7770,HEPATITUS C P7 VIROPORIN,"CHANDLER, DARRELL",UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,IL,"$33,156"
Liver Cancer,2011,NCRR,2P41RR011823-16,5379,ROLE OF HEPATOMA UPREGULATED PROTEIN (HURP) IN CHROMOSOME SEGREGATION,"STUKENBERG, P. TODD",UNIVERSITY OF WASHINGTON,WA,"$12,768"
