Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Colo-Rectal Cancer,2009,NCI,2P01CA026731-30,7985,"Characterization of Mutagenesis, Mutational Spectra and Mechanisms of Toxicity","WOGAN, GERALD",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$359,886"
Colo-Rectal Cancer,2009,NCI,2P01CA026731-30,7986,In Vivo Role of Nitric Oxide in Muscosal Inflammation and Cancer,"SCHAUER, DAVID",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$310,426"
Colo-Rectal Cancer,2009,NIGMS,5R37GM032741-27,,INTRACHROMOSOMAL RECOMBINATION IN MAMMALIAN CELLS,"LISKAY, ROBERT",OREGON HEALTH AND SCIENCE UNIVERSITY,OR,"$364,729"
Colo-Rectal Cancer,2009,NIDDK,5R01DK054909-10,,PKC ISOZYMES AND INTESTINAL EPITHELIAL GROWTH CONTROL,"BLACK, JENNIFER",ROSWELL PARK CANCER INSTITUTE CORP,NY,"$271,512"
Colo-Rectal Cancer,2009,NCI,5R01CA112278-05,,Glycoside Inhibitors of Tumor Metastasis,"ESKO, JEFFREY",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$285,973"
Colo-Rectal Cancer,2009,NCI,5R01CA085700-08,,OXIDATIVE PHOSPHORYLATION IN CELL GROWTH AND DEATH,"MORAES, CARLOS",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,FL,"$242,663"
Colo-Rectal Cancer,2009,NCI,5R01CA129383-02,,Chemoprevention of Colorectal Cancer by Aldose Reductase Inhibition,"SRIVASTAVA, SATISH",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$313,325"
Colo-Rectal Cancer,2009,NIDDK,5R01DK068366-04,,Cdx2 modulates beta-catenin activity in intestinal cells,"LYNCH, JOHN",UNIVERSITY OF PENNSYLVANIA,PA,"$276,518"
Colo-Rectal Cancer,2009,NCI,5R37CA043460-26,,Molecular Genetic Analysis of Colorectal Cancer,"VOGELSTEIN, BERT",JOHNS HOPKINS UNIVERSITY,MD,"$448,897"
Colo-Rectal Cancer,2009,NCI,5R01CA073674-11,,Antioxidants and Antiinflammatory in Colorectal Cancer,"KONG, AH-NG",RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,NJ,"$276,945"
Colo-Rectal Cancer,2009,NIGMS,5R01GM050898-14,,Mitotic Response to DNA damage,"THEURKAUF, WILLIAM",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,"$514,328"
Colo-Rectal Cancer,2009,NCI,5R01CA084628-17,,"Telomerase in Development, Senescence and Neoplasia","DEPINHO, RONALD",DANA-FARBER CANCER INSTITUTE,MA,"$595,470"
Colo-Rectal Cancer,2009,NCI,5R01CA112438-04,,Breaking tolerance to mEGP self-antigen,"HERLYN, DOROTHEE",WISTAR INSTITUTE,PA,"$239,213"
Colo-Rectal Cancer,2009,NCI,5R01CA068124-14,,Biomarkers of UC Tumorigenesis,"BRENTNALL, TERESA",UNIVERSITY OF WASHINGTON,WA,"$360,128"
Colo-Rectal Cancer,2009,NCI,5R01CA132317-02,,Therapeutic Targeting of Wnt Signaling,"WU, DIANQING",YALE UNIVERSITY,CT,"$343,413"
Colo-Rectal Cancer,2009,NCI,5R01CA056586-18,,Cathepsins in Malignant Progression,"SLOANE, BONNIE",WAYNE STATE UNIVERSITY,MI,"$304,248"
Colo-Rectal Cancer,2009,NCI,5R21CA125327-03,,Nanoscale Functional Dendrimer-DNA Assemblies,"GRINSTAFF, MARK",BOSTON UNIVERSITY,MA,"$162,500"
Colo-Rectal Cancer,2009,NCI,5R21CA127834-02,,An Interactive Video Doctor to Encourage Cancer Screening,"WALSH, JUDITH",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$139,284"
Colo-Rectal Cancer,2009,NCI,5F31CA130144-02,,Targeted Near-Infrared Probes for Image-Guided Cancer Interventions,"REY, DIEGO",CORNELL UNIVERSITY ITHACA,NY,"$37,656"
Colo-Rectal Cancer,2009,NCI,5R01CA116576-03,,Tailored Navigation in CRC Screening,"MYERS, RONALD",THOMAS JEFFERSON UNIVERSITY,PA,"$528,237"
Colo-Rectal Cancer,2009,NCI,5R01CA069457-13,,EMT regulation in gastrointestinal epithelial cells,"BEAUCHAMP, ROBERT",VANDERBILT UNIVERSITY,TN,"$272,145"
Colo-Rectal Cancer,2009,NCI,5R21CA131626-02,,Colonoscopy in Rural Oregon Practice (CROP),"LIEBERMAN, DAVID",OREGON HEALTH AND SCIENCE UNIVERSITY,OR,"$138,600"
Colo-Rectal Cancer,2009,NCI,5R01CA091576-10,,Regulation of Ras activity by the p38 pathway,"CHEN, GUAN",MEDICAL COLLEGE OF WISCONSIN,WI,"$223,970"
Colo-Rectal Cancer,2009,NCI,5R01CA112337-05,,Colon Cancer Inhibition by a Class of PPARgamma Agonists,"SAFE, STEPHEN",TEXAS A&M UNIVERSITY SYSTEM,TX,"$226,255"
Colo-Rectal Cancer,2009,NCI,5R01CA123756-02,,A Tumor Suppressor Function for the c-Fes Tyrosine Kinase in Colon Cancer,"SMITHGALL, THOMAS",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$259,997"
Colo-Rectal Cancer,2009,NCI,5R01CA115513-03,,TGF-beta signaling and colon cancer,"GRADY, WILLIAM",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$324,058"
Colo-Rectal Cancer,2009,NCI,5R21CA121066-02,,Colorectal Cancer Screening in Southwestern Hispanics and Native Americans,"RHYNE, ROBERT",UNIVERSITY OF NEW MEXICO,NM,"$141,750"
Colo-Rectal Cancer,2009,NCI,5K05CA131504-02,,Characterizing disease and treatment response in colon cancer chemoprevention,"BERTAGNOLLI, MONICA",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$163,042"
Colo-Rectal Cancer,2009,NCI,5R01CA114264-04,,"Growth Factors, Curcumin and Colon Carcinogenesis","SINGH, POMILA",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$208,202"
Colo-Rectal Cancer,2009,NCI,5R01CA039742-25,,Epidemiology of Cancer in a Cohort of Older Women,"FOLSOM, AARON",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$525,317"
Colo-Rectal Cancer,2009,NCI,5R01CA098871-05,,The Role of NF-kappaB in Chemotherapy Resistance,"CUSACK, JAMES",MASSACHUSETTS GENERAL HOSPITAL,MA,"$340,162"
Colo-Rectal Cancer,2009,NIDDK,5R01DK052334-12,,Intestinal Growth Control,"BEAUCHAMP, ROBERT",VANDERBILT UNIVERSITY,TN,"$314,675"
Colo-Rectal Cancer,2009,NCI,5R01CA122334-03,,Molecular mechanisms of Myc-induced tumor neovascularization,"THOMAS-TIKHONENKO, ANDREI",UNIVERSITY OF PENNSYLVANIA,PA,"$299,250"
Colo-Rectal Cancer,2009,NCI,5R01CA076560-08,,Thymidylate Synthases: Modes of Catalysis and Inhibition,"LEBIODA, LUKASZ",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$163,827"
Colo-Rectal Cancer,2009,NCI,5R01CA123245-03,,Tailored Touchscreen Colorectal Cancer Prevention in Urban Core Clinics,"GREINER, K",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$473,423"
Colo-Rectal Cancer,2009,NCI,1R21CA132669-01A1,,Promoting Health Literacy for Colorectal Cancer Screening,"VOLK, ROBERT",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$210,719"
Colo-Rectal Cancer,2009,NCI,5R01CA120381-03,,A Mediterranean Diet in for Colon Cancer Prevention,"DJURIC, ZORA",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$378,871"
Colo-Rectal Cancer,2009,NCI,5R01CA114569-04,,The role of glutathione peroxidase in the pathogenesis of intestinal cancer,"CHU, FONG-FONG",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$262,148"
Colo-Rectal Cancer,2009,NCI,1R01CA131718-01A1,,NA-MIC virtual colonoscopy,"YOSHIDA, HIROYUKI",MASSACHUSETTS GENERAL HOSPITAL,MA,"$384,005"
Colo-Rectal Cancer,2009,NCI,1R01CA129420-01A2,,Refining Entertainment Education for Cancer Literacy in African American Women,"KENNEDY, MAY",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$303,837"
Colo-Rectal Cancer,2009,NCI,5R01CA042857-21,,Metastatic Potential of Colorectal Carcinoma,"MISHRA, LOPA",GEORGETOWN UNIVERSITY,DC,"$297,866"
Colo-Rectal Cancer,2009,NCI,5R01CA112304-05,,Colon Cancer Chemoprevention by Flavonoid Silibinin,"AGARWAL, RAJESH",UNIVERSITY OF COLORADO DENVER,CO,"$288,389"
Colo-Rectal Cancer,2009,NCI,7R01CA118663-03,,Storytelling for Colorectal Health among Latinos,"LARKEY, LINDA",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,AZ,"$520,985"
Colo-Rectal Cancer,2009,NIGMS,1SC1CA141935-01,,Functional Characterization of CCDC130 Gene,"KUMAR, DEEPAK",UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,"$351,200"
Colo-Rectal Cancer,2009,NCI,7R01CA092479-07,,ERBB receptors in normal and cancerous colon biology,"THREADGILL, DAVID",NORTH CAROLINA STATE UNIVERSITY RALEIGH,NC,"$286,205"
Colo-Rectal Cancer,2009,NCI,5R01CA114075-05,,Acoustic Radiation Force Imaging of Colorectal Tissues,"NIGHTINGALE, KATHRYN",DUKE UNIVERSITY,NC,"$282,727"
Colo-Rectal Cancer,2009,NCI,1R01CA136571-01,,MicroRNAs as Targets for Colon Cancer Chemotherapy,"SAFE, STEPHEN",TEXAS A&M UNIVERSITY SYSTEM,TX,"$237,391"
Colo-Rectal Cancer,2009,NIDDK,5R01DK071597-03,,LPA receptor signaling in colonic epithelia,"YUN, CHANGHYON",EMORY UNIVERSITY,GA,"$307,377"
Colo-Rectal Cancer,2009,NIDDK,5R01DK044525-15,,Functions of the Brk Tyrosine Kinase in the Gastrointestinal Tract,"TYNER, ANGELA",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$311,395"
Colo-Rectal Cancer,2009,NCI,5U10CA069651-16,,Biostatistical Center for the NSABP,"COSTANTINO, JOSEPH",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$3,580,179"
Colo-Rectal Cancer,2009,NIGMS,1R01GM086620-01,,Genetic modulation of Wingless/Wnt signaling,"BEJSOVEC, AMY",DUKE UNIVERSITY,NC,"$288,600"
Colo-Rectal Cancer,2009,NCI,5R13CA121777-03,,Ephrins and Cancer,"DEBINSKI, WALDEMAR",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,"$9,000"
Colo-Rectal Cancer,2009,NCI,1R21CA137192-01,,Improving the Accuracy of Self-reported Colorectal Cancer Screening,"BEEBE, TIMOTHY","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$213,690"
Colo-Rectal Cancer,2009,NIAID,5R01AI061701-05,,Lymphoepithelial interactions in IBD,"BARRETT, TERRENCE",NORTHWESTERN UNIVERSITY,IL,"$322,767"
Colo-Rectal Cancer,2009,NCI,5R01CA065145-16,,Genomic Imprinting in Cancer,"FEINBERG, ANDREW",JOHNS HOPKINS UNIVERSITY,MD,"$487,848"
Colo-Rectal Cancer,2009,NCI,5R01CA111469-05,,"COX-2 Inhibitors, APC and Colon Cancer Prevention","SUBBARAMAIAH, KOTHA",WEILL MEDICAL COLLEGE OF CORNELL UNIV,NY,"$237,044"
Colo-Rectal Cancer,2009,NCI,5R01CA046413-22,,Role of EGFR Ligands in Neoplasia,"COFFEY, ROBERT",VANDERBILT UNIVERSITY,TN,"$571,939"
Colo-Rectal Cancer,2009,NIA,5R01AG025834-03,,Effects of aging and folate on colonic carcinogenesis,"CHOI, SANG WOON",TUFTS UNIVERSITY BOSTON,MA,"$253,938"
Colo-Rectal Cancer,2009,NCI,5R01CA118405-03,,Regulation and Function of PTP-PEST in colon carcinoma,"SASTRY, SARITA",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$363,400"
Colo-Rectal Cancer,2009,NCI,5R01CA107088-04,,Bispecific Antibody Pretargeting for Therapy,"SHARKEY, ROBERT",CTR FOR MOLECULAR MEDICINE/IMMUNOLOGY,NJ,"$582,397"
Colo-Rectal Cancer,2009,NCI,5U10CA012027-39,,NATIONAL SURGICAL ADJUVANT BREAST AND BOWEL PROJECT,"WOLMARK, NORMAN","NSABP FOUNDATION, INC.",PA,"$6,091,219"
Colo-Rectal Cancer,2009,NCI,5R01CA116487-03,,Enhancing Colorectal Cancer Screening in Primary Care,"PASKETT, ELECTRA",OHIO STATE UNIVERSITY,OH,"$503,189"
Colo-Rectal Cancer,2009,NCI,5R01CA123277-03,,Using Targeted Immunotherapy to Enhance Chemotherapy of Colorectal Cancer,"BEDI, ATUL",JOHNS HOPKINS UNIVERSITY,MD,"$311,600"
Colo-Rectal Cancer,2009,NCI,5K07CA106269-05,,"VDR Variants, Nutrient Intakes, and Adenoma Recurrence","JACOBS, ELIZABETH",UNIVERSITY OF ARIZONA,AZ,"$134,115"
Colo-Rectal Cancer,2009,NCI,5R01CA121851-03,,The Role of CRD-BP-regulated mRNA Stability in Colorectal Cancers,"SPIEGELMAN, VLADIMIR",UNIVERSITY OF WISCONSIN MADISON,WI,"$276,442"
Colo-Rectal Cancer,2009,NCI,5R01CA064462-13,,GlcNAcT-V Regulation of Cell Surface Structure/Function,"PIERCE, JAMES",UNIVERSITY OF GEORGIA (UGA),GA,"$362,675"
Colo-Rectal Cancer,2009,NCI,5R01CA131378-02,,Novel Sulindac Derivatives for Colon Cancer Chemoprevention,"PIAZZA, GARY",SOUTHERN RESEARCH INSTITUTE,AL,"$674,075"
Colo-Rectal Cancer,2009,NCI,5R01CA112390-05,,Function of VEGF Receptor-1 on Colorectal Cancer Cells,"ELLIS, LEE",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$224,720"
Colo-Rectal Cancer,2009,NCI,1R01CA126897-01A2,,Slit-Robo Signaling in Tumor Growth and Metastasis,"GENG, JIAN-GUO",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$313,325"
Colo-Rectal Cancer,2009,NCI,5R01CA129813-02,,Beta-catenin-specific regulation of the vitamin D pathway in colon cancer,"BYERS, STEPHEN",GEORGETOWN UNIVERSITY,DC,"$318,513"
Colo-Rectal Cancer,2009,NCI,5R01CA074552-12,,"Measurement Error, Missing Data and Semiparametrics","WANG, NAISYIN",TEXAS A&M UNIVERSITY SYSTEM,TX,"$176,986"
Colo-Rectal Cancer,2009,NCI,5R01CA084138-08,,Mox 1: A Novel Mitogenic Oxidase,"LAMBETH, J.",EMORY UNIVERSITY,GA,"$269,909"
Colo-Rectal Cancer,2009,NCI,5R01CA112252-04,,Anti-VEGF in Tumors & Wounds: Efficacy vs Toxicity,"HURWITZ, HERBERT",DUKE UNIVERSITY,NC,"$458,281"
Colo-Rectal Cancer,2009,NCI,5R01CA084197-11,,Mechanisms of Intestinal Tumorigenesis,"YANG, VINCENT",EMORY UNIVERSITY,GA,"$379,393"
Colo-Rectal Cancer,2009,NCI,5R01CA114467-04,,"Prostaglandin Synthesis, Genetics and Colorectal Cancer","ULRICH, CORNELIA",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$559,439"
Colo-Rectal Cancer,2009,NCI,1R21CA133651-01A1,,Gamma-tocopherol as an effective anticancer agent for colon cancer,"JIANG, QING",PURDUE UNIVERSITY WEST LAFAYETTE,IN,"$165,844"
Colo-Rectal Cancer,2009,NCI,2R01CA098454-05A2,,The Role of Polyamine Oxidase in Antitumor Drug Response,"CASERO, ROBERT",JOHNS HOPKINS UNIVERSITY,MD,"$330,317"
Colo-Rectal Cancer,2009,NCI,1R01CA129015-01A2,,The role of Pdcd4 in colorectal tumor progression,"YANG, HSIN-SHENG",UNIVERSITY OF KENTUCKY,KY,"$303,988"
Colo-Rectal Cancer,2009,NCI,1R01CA129488-01A2,,Clinical Trial of Vitamin D3 to Reduce Cancer Risk in Postmenopausal Women,"LAPPE, JOAN",CREIGHTON UNIVERSITY,NE,"$829,004"
Colo-Rectal Cancer,2009,NCI,1R01CA124687-01A2,,The Sphingolipid Pathway in Colon Cancer Chemoprevention,"KAWAMORI, TOSHIHIKO",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,"$306,063"
Colo-Rectal Cancer,2009,NIDDK,5K01DK077956-03,,The role of ErbB-4 in inflammation-induced colon carcinogenesis,"FREY, MARK",VANDERBILT UNIVERSITY,TN,"$125,173"
Colo-Rectal Cancer,2009,NCI,1R01CA132862-01A1,,Colonoscopy: Practice Patterns and Limitations,"COOPER, GREGORY",CASE WESTERN RESERVE UNIVERSITY,OH,"$260,620"
Colo-Rectal Cancer,2009,NCI,1R01CA133012-01A1,,Inflammatory Bowel Disease-Associated Malignant Transformation,"MELTZER, STEPHEN",JOHNS HOPKINS UNIVERSITY,MD,"$150,060"
Colo-Rectal Cancer,2009,NIDDK,1R01CA133012-01A1,,Inflammatory Bowel Disease-Associated Malignant Transformation,"MELTZER, STEPHEN",JOHNS HOPKINS UNIVERSITY,MD,"$150,060"
Colo-Rectal Cancer,2009,NIDDK,5R01DK061216-09,,Epithelial-Mesenchymal Interactions in Gut Morphogenesis,"RUBIN, DEBORAH",WASHINGTON UNIVERSITY,MO,"$305,368"
Colo-Rectal Cancer,2009,NCI,1R01CA122620-01A2,,Type II 11B-Hydroxysteroid Dehydrogenase and Colorectal Tumorigenesis,"ZHANG, MINGZHI",VANDERBILT UNIVERSITY,TN,"$320,847"
Colo-Rectal Cancer,2009,NCI,5R01CA121113-04,,Large-scale Genetic Analyses of Gene Families in Colorectal Cancer,"VELCULESCU, VICTOR",JOHNS HOPKINS UNIVERSITY,MD,"$282,659"
Colo-Rectal Cancer,2009,NCI,1R01CA133429-01A1,,The Role of PHLPP in Colon Cancer,"GAO, TIANYAN",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$313,325"
Colo-Rectal Cancer,2009,NCI,2R01CA078391-11A1,,Repair of Oxidatively Damaged Guanines,"LU-CHANG, A-LIEN",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$275,409"
Colo-Rectal Cancer,2009,NCI,2R01CA064140-16A1,,Role of AML1-ETO in Acute Leukemia,"HIEBERT, SCOTT",VANDERBILT UNIVERSITY,TN,"$317,065"
Colo-Rectal Cancer,2009,NCI,5R01CA132839-02,,Fine-mapping of 8q24 and Loci Identified in Genome-Wide Studies for Breast & Colo,"HAIMAN, CHRISTOPHER",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$673,902"
Colo-Rectal Cancer,2009,NIDDK,5K24DK002926-10,,Gastrointestinal Cancer Prevention and Care,"PROVENZALE, DAWN",DUKE UNIVERSITY,NC,"$122,355"
Colo-Rectal Cancer,2009,NCI,1R01CA137869-01A2,,Role of TLR4 in colitis-associated neoplasia,"ABREU, MARIA",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,FL,"$316,155"
Colo-Rectal Cancer,2009,NCI,2R01CA079572-10,,Screening Colonoscopy Feasibility Trial,"ZAUBER, ANN",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$1,331,351"
Colo-Rectal Cancer,2009,NIDDK,5R01DK043743-18,,Intestinal Cell Growth Control: Role of Tyrosine Kinases,"CARTWRIGHT, CHRISTINE",STANFORD UNIVERSITY,CA,"$285,680"
Colo-Rectal Cancer,2009,NCI,5R01CA132660-02,,Reducing disparities in colorectal cancer screening in Vietnamese Americans,"NGUYEN, BANG",NORTHERN CALIFORNIA CANCER CENTER,CA,"$584,019"
Colo-Rectal Cancer,2009,NIDDK,5R01DK073338-03,,Role of Bacteria in Colitis-associated Colon Cancer,"JOBIN, CHRISTIAN",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$293,314"
Colo-Rectal Cancer,2009,NCI,1R21CA132723-01A1,,Serum Biomarkers for Colorectal Cancer Detection,"TAINSKY, MICHAEL",WAYNE STATE UNIVERSITY,MI,"$211,859"
Colo-Rectal Cancer,2009,NCI,5R01CA116158-03,,Relationship of Colon & Lung Cancer Susceptibility Genes,"DEMANT, PETER",ROSWELL PARK CANCER INSTITUTE CORP,NY,"$316,276"
Colo-Rectal Cancer,2009,NCI,5K24CA082450-09,,Patient-oriented Research: Colon CA & Cancer Immunology,"HOLCOMBE, RANDALL",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$149,580"
Colo-Rectal Cancer,2009,NCI,1R21CA128779-01A2,,Couple-Based Intervention for Colorectal Cancer Screening,"MANNE, SHARON",FOX CHASE CANCER CENTER,PA,"$219,132"
Colo-Rectal Cancer,2009,FIC,5R03TW007963-02,,Molecular Characterization of Sporadic Colorectal Cancer in the Young from India,"POLLACK, JONATHAN",STANFORD UNIVERSITY,CA,"$32,486"
Colo-Rectal Cancer,2009,NCI,5R01CA092594-08,,Genetic Regulation of Angiogenesis in Colonic Polyps,"CHUNG, DANIEL",MASSACHUSETTS GENERAL HOSPITAL,MA,"$250,774"
Colo-Rectal Cancer,2009,NCI,1R21CA133744-01A1,,Critical evaluation of LPCs markers for colorectal cancer,"XU, YAN",INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,IN,"$169,400"
Colo-Rectal Cancer,2009,NCI,1R01CA135561-01A1,,MODULATION OF INTESTINAL HOMEOSTASIS AND CANCER,"AUGENLICHT, LEONARD","MONTEFIORE MEDICAL CENTER (BRONX, NY)",NY,"$322,203"
Colo-Rectal Cancer,2009,NCI,1R21CA131936-01A2,,Diet and the Calcium Channel TRPV6 in Colon Hyperplasia,"PELEG, SARA",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$203,280"
Colo-Rectal Cancer,2009,NCI,1K08CA125209-01A2,,Bombesin-Activated Carcinoma Associated Fibroblasts in Colorectal Cancer,"CHAO, CELIA",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$128,507"
Colo-Rectal Cancer,2009,NCI,1R21CA133376-01A2,,Cancer Risks Beliefs & Screening,"HAY, JENNIFER",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$301,735"
Colo-Rectal Cancer,2009,NCI,1K23CA133142-01A1,,Risk reduction through polyamine inhibition among colorectal carcinoma patients,"ZELL, JASON",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$175,514"
Colo-Rectal Cancer,2009,NCI,1R21CA127836-01A2,,Dietary Modulation of Sialic Acid Modifications,"PARK, ERIC",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$162,525"
Colo-Rectal Cancer,2009,NIA,5R01AG028730-03,,SIRT as a regulator of health and lifespan of mammals,"SINCLAIR, DAVID",HARVARD UNIVERSITY (MEDICAL SCHOOL),MA,"$340,274"
Colo-Rectal Cancer,2009,NCI,1R21CA127780-01A2,,S100A8/A9 and carboxylated N-glycans in inflammation-mediated colon cancer,"SRIKRISHNA, GEETHA",BURNHAM INSTITUTE FOR MEDICAL RESEARCH,CA,"$210,100"
Colo-Rectal Cancer,2009,NCI,2R01CA034432-24A1,,Heterogeneity of Human Colon Carcinoma,"BRATTAIN, MICHAEL",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,"$315,897"
Colo-Rectal Cancer,2009,NIDDK,5R37DK047722-15,,Cytoprotective Role of Heat Shock Proteins in IBD,"CHANG, EUGENE",UNIVERSITY OF CHICAGO,IL,"$345,375"
Colo-Rectal Cancer,2009,NCI,1R01CA131426-01A2,,"The role of the Hippo pathway on mammalian organ size, progenitor cells and cance","BRUMMELKAMP, THIJN",WHITEHEAD INSTITUTE FOR BIOMEDICAL RES,MA,"$404,625"
Colo-Rectal Cancer,2009,NCI,5R01CA122299-02,,Vitamin D and Colorectal Cancer,"BENYA, RICHARD",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$345,845"
Colo-Rectal Cancer,2009,NCI,5R01CA118553-03,,Dietary and Lifestyle Determinants of Colon Cancer Recurrence and Survival,"FUCHS, CHARLES",DANA-FARBER CANCER INSTITUTE,MA,"$530,050"
Colo-Rectal Cancer,2009,NCI,5R21CA129201-02,,Biobehavioral Effects of Qigong During Treatment for Rectal Cancer,"COHEN, LORENZO",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$218,925"
Colo-Rectal Cancer,2009,NCI,5R01CA114265-05,,Nutritional mechanisms and intestinal tumorigenesis,"AUGENLICHT, LEONARD","MONTEFIORE MEDICAL CENTER (BRONX, NY)",NY,"$250,767"
Colo-Rectal Cancer,2009,NCI,5R01CA122959-02,,Dietary HDAC Inhibitors in Colon Cancer Prevention,"DASHWOOD, RODERICK",OREGON STATE UNIVERSITY,OR,"$303,365"
Colo-Rectal Cancer,2009,NCI,5R01CA120023-04,,An integrated system for tumor detection and targeted drug therapy of cancer,"SUN, DUXIN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$281,067"
Colo-Rectal Cancer,2009,NIGMS,5R01GM051186-15,,Growth Control in the Drosophila Midgut,"ROHRSCHNEIDER, LARRY",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$440,000"
Colo-Rectal Cancer,2009,NIGMS,5R01GM073891-03,,Cellular Functions of the Tumor Suppressor APC,"MCCARTNEY, BROOKE",CARNEGIE-MELLON UNIVERSITY,PA,"$250,533"
Colo-Rectal Cancer,2009,NCI,5R21CA133263-02,,Thermochemical Ablation in Image-Guided Interventions: Initial Assessment,"CRESSMAN, ERIK",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$193,583"
Colo-Rectal Cancer,2009,NCI,5R01CA121850-02,,Role of a Novel Lysophospholipase in Tumorigenesis,"HUANG, YING",UPSTATE MEDICAL UNIVERSITY,NY,"$293,198"
Colo-Rectal Cancer,2009,NCCAM,5R01AT003623-03,,Colon Cancer Chemoprevention by Grape Seed Extract,"AGARWAL, CHAPLA",UNIVERSITY OF COLORADO DENVER,CO,"$257,828"
Colo-Rectal Cancer,2009,OD,5R01AT003623-03,,Colon Cancer Chemoprevention by Grape Seed Extract,"AGARWAL, CHAPLA",UNIVERSITY OF COLORADO DENVER,CO,"$113,748"
Colo-Rectal Cancer,2009,NCI,5R21CA127697-02,,DASL-CRC: A Novel Approach to Identify Molecular Markers of Metastatic Recurrence,"LIPKIN, STEVEN",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$191,930"
Colo-Rectal Cancer,2009,NCI,5R01CA067985-14,,Recognition and Repair of Mismatched DNA by MutY,"DAVID, SHEILA",UNIVERSITY OF CALIFORNIA DAVIS,CA,"$227,808"
Colo-Rectal Cancer,2009,NCI,5R01CA113932-05,,Structure M.tuberculosis Adenosine Kinase Design Antimicrobial Nucleoside Analogs,"DIGNAN, MARK",UNIVERSITY OF KENTUCKY,KY,"$427,508"
Colo-Rectal Cancer,2009,NIDA,5F31DA023716-02,,Total Synthesis of the Marine Natural Product Leiodelide A,"GONZALES, STEPHEN",UNIVERSITY OF PENNSYLVANIA,PA,"$41,176"
Colo-Rectal Cancer,2009,NCI,5R01CA108975-04,,PPAR-gamma ligands in colorectal cancer,"BAEK, SEUNG",UNIVERSITY OF TENNESSEE KNOXVILLE,TN,"$199,929"
Colo-Rectal Cancer,2009,NCI,5U01CA086389-10,,EDRN: Clinical Epidemiology & Validation Centers,"LYNCH, HENRY",CREIGHTON UNIVERSITY,NE,"$668,776"
Colo-Rectal Cancer,2009,NCI,5R21CA129887-02,,Intestinal ostomies and informal caregiving for colorectal cancer survivors,"MCMULLEN, CARMIT",KAISER FOUNDATION RESEARCH INSTITUTE,CA,"$176,231"
